Categoria,Tipo,Critério-B,Nº Cat,Categoria-Tipo,Ref #,Categoria-Conceito,Categoria-Exemplos,Categoria-Descrição,Tipo-Conceito,Tipo-Exemplos,Tipo-Descrição,Critério-B-Conceito,Pergunta,1 - Sem barreiras,5 - Com barreiras impeditivas
Preparação e Entrega,Consentir,Confiança,4,Pre - Consentir,1,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.",É o comportamento da pessoa usuária de manifestar concordância formal ou assinar os termos necessários para o serviço.,ex: assinar os termos para confirmar leitura e compreensão das condições de um contrato específico.,"É o comportamento da pessoa usuária de manifestar concordância formal ou assinar os termos necessários para o serviço. ex: assinar os termos para confirmar leitura e compreensão das condições de um contrato específico.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",As implicações do consentimento ou confirmação são claramente informadas?,As implicações do consentimento ou confirmação são claramente explicadas (incluindo exemplos) e destacadas. As informações apresentam uma visão muito equilibrada dos aspectos positivos e negativos de se aderir ao serviço.,As implicações do consentimento ou confirmação são muito obscuras. As informações estão tendenciosas para apresentar apenas os aspectos positivos do consentimento ou confirmação.
Preparação e Entrega,Consentir,Design,4,Pre - Consentir,2,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.",É o comportamento da pessoa usuária de manifestar concordância formal ou assinar os termos necessários para o serviço.,ex: assinar os termos para confirmar leitura e compreensão das condições de um contrato específico.,"É o comportamento da pessoa usuária de manifestar concordância formal ou assinar os termos necessários para o serviço. ex: assinar os termos para confirmar leitura e compreensão das condições de um contrato específico.","Refere-se à estética visual, incluindo a escolha de cores, fontes, layout e elementos gráficos.","Há recursos visuais (ícones, negritos, etc) para ajudar a pessoa usuária a identificar e entender informações-chave?","A coloração e o negrito das palavras facilitam a identificação e compreensão rápida das informações chave.Ícones/imagens claros e envolventes são usados para ajudar a pessoa usuária a encontrar e entender informações-chave rapidamente (ex. ícones relevantes combinados com texto ou estatísticas, um processo visualizado como um infográfico passo-a-passo).","Não há uso de coloração nem negrito, dificultando a identificação das informações chave pela pessoa usuária.Não há ícones ou imagens no texto, tornando-o pouco envolvente e difícil para a pessoa usuária encontrar e entender rapidamente informações-chave."
Preparação e Entrega,Consentir,Facilidade de entendimento,4,Pre - Consentir,3,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.",É o comportamento da pessoa usuária de manifestar concordância formal ou assinar os termos necessários para o serviço.,ex: assinar os termos para confirmar leitura e compreensão das condições de um contrato específico.,"É o comportamento da pessoa usuária de manifestar concordância formal ou assinar os termos necessários para o serviço. ex: assinar os termos para confirmar leitura e compreensão das condições de um contrato específico.","Refere-se à experiência do receptor da mensagem na compreensão do conteúdo. O foco está na pessoa usuária, considerando fatores como conhecimento prévio, linguagem simples e contexto cultural.",As implicações do consentimento ou confirmação são fáceis de entender?,"As implicações de consentimento ou de confirmação são escritas de forma simples, com voz ativa, linguagem consistente e frases curtas. Todos os termos técnicos são explicados claramente, tornando fácil para todos os perfis de pessoas usuárias compreendem as informações rapidamente e sem qualquer dificuldade.","As implicações são totalmente incompreensíveis, com linguagem extremamente técnica, jargões complexos, uso de voz passiva, frases longas e estrutura confusa. A pessoa usuária não consegue entender o significado das informações."
Interação,Interagir sincronamente,Conteúdo,1,Int - Interagir sincronamente,1,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.",É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço.,ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.,"É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço. ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.","Refere-se às informações que a pessoa usuária encontra no site ou aplicativo do serviço, desde textos e imagens até dados e funcionalidades. Um bom conteúdo é relevante, preciso, atualizado e organizado de forma lógica, facilitando a busca e a compreensão das informações.",As informações são fornecidas de forma clara?,"As informações são transmitidas de maneira clara e direta, focando nos pontos essenciais.","A pessoa usuária não recebe nenhuma informação, ou as informações são confusas e ambíguas."
Interação,Interagir sincronamente,Checagem,1,Int - Interagir sincronamente,2,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.",É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço.,ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.,"É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço. ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.","Refere-se à verificação de forma eficaz e intuitiva se o usuário compreendeu a informação apresentada, visando otimizar a experiência do usuário e garantir a efetividade da comunicação.",A compreensão da pessoa usuária sobre as informações recebidas é verificada?,"A pessoa usuária é perguntada sobre o entendimento do conteúdo e tem muitas oportunidades de tirar dúvidas. Para verificar o entendimento e demonstrar escuta ativa, a equipe do serviço repete e reformula claramente os principais pontos.","A pessoa usuária não tem oportunidades de esclarecer o entendimento. A equipe do serviço não dedica tempo para verificar o seu entendimento e a interrompe, em vez de ouvi-la ativamente."
Interação,Interagir sincronamente,Eficiência,1,Int - Interagir sincronamente,3,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.",É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço.,ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.,"É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço. ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",A pessoa usuária consegue localizar e acessar o suporte em tempo real rapidamente?,Os canais de suporte são muito fáceis de localizar e acessar para todas as pessoas usuárias.,Os canais de suporte são muito difíceis de localizar e acessar.
Interação,Interagir sincronamente,Eficiência,1,Int - Interagir sincronamente,4,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.",É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço.,ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.,"É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço. ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",A pessoa usuária precisa fornecer as mesmas informações mais de uma vez?,A pessoa usuária não precisa fornecer as mesmas informações mais de uma vez.,A pessoa usuária precisa fornecer as mesmas informações mais de uma vez.
Interação,Interagir sincronamente,Empatia,1,Int - Interagir sincronamente,5,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.",É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço.,ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.,"É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço. ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.","Refere-se ao tratamento que é dado a cada cidadão de forma individualizada, reconhecendo suas particularidades e necessidades específicas.","As respostas desfavoráveis são comunicadas de forma clara, transparente e empática?",As respostas desfavoráveis (ex. rejeições) são explicadas claramente com transparência e empatia.,A resposta é pouco clara e entregue sem explicação nem empatia.
Interação,Interagir sincronamente,Compatibilidade,1,Int - Interagir sincronamente,6,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.",É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço.,ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.,"É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço. ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.","Refere-se à capacidade de diferentes tecnologias e sistemas interagirem de forma eficaz, garantindo que as ferramentas digitais estejam ao alcance de todos, independentemente do dispositivo ou sistema operacional utilizado.",Os canais para acessar o suporte síncrono são os mais adequados para atender as necessidades da pessoa usuária?,"A pessoa usuária pode escolher um canal preferido para o contato com o suporte e o passo-a-passo é muito claramente e consistentemente explicado. Quando apropriado, a equipe do serviço conecta os usuários com algum tipo de suporte adequado para seu bem-estar.","A pessoa usuária só pode usar um canal padrão para o contato com o suporte (ex. por telefone), sem outras opções para sua escolha. A equipe do serviço não conecta a pessoa usuária com algum tipo de suporte mais adequado para seu bem-estar."
Interação,Interagir sincronamente,Avaliação,1,Int - Interagir sincronamente,7,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.",É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço.,ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.,"É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço. ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.",Refere-se à avaliação do usuário frente ao desempenho do suporte solicitado.,"A pessoa usuária pode avaliar o suporte para tirar dúvidas, enviar sugestões ou reclamações?",A pessoa usuária é sempre incentivada a avaliar o suporte.,A pessoa usuária nunca é incentivada a avaliar o suporte.
Interação,Interagir sincronamente,Flexibilidade,1,Int - Interagir sincronamente,8,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.",É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço.,ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.,"É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço. ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.",Refere-se à capacidade de um site ou aplicativo se adaptar às diferentes necessidades e preferências das pessoas usuárias.,O suporte síncrono é personalizado para pessoa usuária?,A equipe do serviço sempre usa as informações de que dispõe sobre a pessoa usuária para personalizar a interação.,A equipe do serviço não usa as informações de que dispõe sobre a pessoa usuária para personalizar a interação.
Interação,Interagir sincronamente,Consistência,1,Int - Interagir sincronamente,9,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.",É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço.,ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.,"É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço. ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.","Refere-se à garantia de que elementos visuais, interações e funcionamento do sistema se mantenham coerentes ao longo de toda a jornada da pessoa usuária.",Procedimentos padronizados são usados para atendimento da pessoa usuária?,Procedimentos-padrão estão claramente definidos e são integrados à prática diária de toda a equipe do serviço. A equipe tem um processo sistemático para atualizar regularmente uma base de conhecimento compartilhada (ex. notas sobre problemas comuns e como resolvê-los).,"Não há procedimentos-padrão em vigor. Não há processo em vigor para a equipe atualizar a sua própria base de conhecimento pessoal, nem uma base de conhecimento compartilhada (ex. notas sobre problemas comuns e como resolvê-los)."
Interação,Interagir sincronamente,Confiança,1,Int - Interagir sincronamente,10,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.",É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço.,ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.,"É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço. ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",Os próximos passos estão claros?,A pessoa usuária recebe informações que explicam claramente os próximos passos no processo e o que pode ser feito.,Nenhuma informação é fornecida sobre os próximos passos no processo.
Interação,Interagir sincronamente,Confiança,1,Int - Interagir sincronamente,11,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.",É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço.,ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.,"É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço. ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",A pessoa usuária recebe uma estimativa clara de quanto tempo pode ter que esperar?,"O tempo de espera é comunicado de forma específica (ex. ""Você receberá uma resposta dentro de X horas""), e a expectativa é atendida quase sempre.",O tempo de espera não é comunicado.
Interação,Interagir sincronamente,Confiança,1,Int - Interagir sincronamente,12,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.",É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço.,ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.,"É o comportamento da pessoa usuária de comunicar-se instantaneamente com o suporte do serviço. ex: iniciar uma conversa com atendente por meio de uma janela de chat integrada ao site do serviço.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.","A pessoa usuária se sente confortável ao enviar uma dúvida, sugestão ou fazer uma reclamação?","Há estratégias para ajudar a pessoa usuária a se sentir muito confortável ao acessar o serviço (ex. ela é tratada com empatia e respeito, fornecendo privacidade), em situações em que possa se sentir envergonhada.","A pessoa usuária frequentemente se sente desconfortável ao acessar o serviço (ex. porque a situação é associada a estigmas), e não há estratégias para ajudá-la a se sentir mais à vontade."
Interação,Interagir assincronamente,Conteúdo,2,Int - Interagir assincronamente,1,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se às informações que a pessoa usuária encontra no site ou aplicativo do serviço, desde textos e imagens até dados e funcionalidades. Um bom conteúdo é relevante, preciso, atualizado e organizado de forma lógica, facilitando a busca e a compreensão das informações.",As informações são fornecidas de forma clara?,"As informações são transmitidas de maneira clara e direta, focando nos pontos essenciais.","A pessoa usuária não recebe nenhuma informação, ou as informações são confusas e ambíguas."
Interação,Interagir assincronamente,Checagem,2,Int - Interagir assincronamente,2,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se à verificação de forma eficaz e intuitiva se o usuário compreendeu a informação apresentada, visando otimizar a experiência do usuário e garantir a efetividade da comunicação.",A compreensão da pessoa usuária sobre as informações recebidas é verificada?,"A pessoa usuária é perguntada sobre o entendimento do conteúdo e tem muitas oportunidades de tirar dúvidas. Para verificar o entendimento e demonstrar escuta ativa, a equipe do serviço repete e reformula claramente os principais pontos.","A pessoa usuária não tem oportunidades de esclarecer o entendimento. A equipe do serviço não dedica tempo para verificar o seu entendimento e a interrompe, em vez de ouvi-la ativamente."
Interação,Interagir assincronamente,Eficiência,2,Int - Interagir assincronamente,3,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",A pessoa usuária consegue localizar e acessar o suporte rapidamente?,Os canais de suporte são muito fáceis de localizar e acessar para todas as pessoas usuárias.,Os canais de suporte são muito difíceis de localizar e acessar.
Interação,Interagir assincronamente,Eficiência,2,Int - Interagir assincronamente,4,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",A pessoa usuária precisa fornecer as mesmas informações mais de uma vez?,A pessoa usuária não precisa fornecer as mesmas informações mais de uma vez.,A pessoa usuária precisa fornecer as mesmas informações mais de uma vez.
Interação,Interagir assincronamente,Empatia,2,Int - Interagir assincronamente,5,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se ao tratamento que é dado a cada cidadão de forma individualizada, reconhecendo suas particularidades e necessidades específicas.","As respostas desfavoráveis são comunicadas de forma clara, transparente e empática?",As respostas desfavoráveis (ex. rejeições) são explicadas claramente com transparência e empatia.,A resposta é pouco clara e entregue sem explicação nem empatia.
Interação,Interagir assincronamente,Compatibilidade,2,Int - Interagir assincronamente,6,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se à capacidade de diferentes tecnologias e sistemas interagirem de forma eficaz, garantindo que as ferramentas digitais estejam ao alcance de todos, independentemente do dispositivo ou sistema operacional utilizado.",Os canais para acessar o suporte síncrono são os mais adequados para atender as necessidades da pessoa usuária?,"A pessoa usuária pode escolher um canal preferido para o contato com o suporte e o passo-a-passo é muito claramente e consistentemente explicado. Quando apropriado, a equipe do serviço conecta os usuários com algum tipo de suporte adequado para seu bem-estar.","A pessoa usuária só pode usar um canal padrão para o contato com o suporte (ex. por telefone), sem outras opções para sua escolha. A equipe do serviço não conecta a pessoa usuária com algum tipo de suporte mais adequado para seu bem-estar."
Interação,Interagir assincronamente,Avaliação,2,Int - Interagir assincronamente,7,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.",Refere-se à avaliação do usuário frente ao desempenho do suporte solicitado.,"A pessoa usuária pode avaliar o suporte para tirar dúvidas, enviar sugestões ou reclamações?",A pessoa usuária é sempre incentivada a avaliar o suporte.,A pessoa usuária nunca é incentivada a avaliar o suporte.
